"","Indice","response","phi_l_ed","phi_l_jw","phi_l_dm1","phi_l_dm2","phi_f_ed","phi_f_jw","phi_f_dm1","phi_f_dm2","phi_m_ed","phi_m_jw","phi_m_dm1","phi_m_dm2","phi_addr","phi_age","phi_res_city","phi_race","phi_ethnic","phi_party","phi_gender","phi_birth_st"
"15290",15290,0,0,0,0,0,7,0.563492063492063,3,3,7,0.488095238095238,2,2,0,0,0,1,0,1,0,1
"15291",15291,0,6,0.488095238095238,3,3,4,0.2225,1,1,6,0.507936507936508,2,2,16,0,0,1,1,1,1,1
"15292",15292,0,8,0.541666666666667,4,4,0,0,0,0,7,0.488095238095238,4,4,4,0,0,1,1,0,1,1
"15293",15293,0,6,0.398809523809524,3,3,0,0,0,0,5,0.361111111111111,3,3,13,0,0,1,1,1,1,0
"15294",15294,0,0,0,0,0,7,0.563492063492063,3,3,7,0.488095238095238,2,2,0,0,0,1,0,1,0,1
"15295",15295,0,8,1,4,4,6,0.46031746031746,3,4,7,0.56547619047619,3,3,3,0,0,1,1,1,1,1
"15296",15296,0,6,0.563492063492063,3,3,0,0,0,0,5,1,2,2,15,0,0,1,1,1,1,0
"15297",15297,0,5,0.323809523809524,1,1,5,0.361111111111111,2,2,1,1,1,1,0,0,0,1,1,1,1,0
"15298",15298,0,5,0.323809523809524,1,1,7,0.541666666666667,3,3,6,1,4,4,0,0,0,1,1,1,0,0
"15299",15299,0,6,1,3,3,0,0,0,0,0,0,0,0,16,0,0,1,1,0,1,1
"15300",15300,0,5,0.49,2,2,0,0,0,0,5,0.404761904761905,4,4,10,0,0,1,0,1,1,1
"15301",15301,0,0,0,0,0,8,0.494949494949495,3,3,8,0.488095238095238,4,4,0,0,0,1,0,0,1,1
"15302",15302,0,6,1,3,3,0,0,0,0,0,0,0,0,16,0,0,1,1,0,1,1
"15303",15303,0,5,0.46031746031746,3,3,0,0,0,0,3,1,1,1,12,0,0,1,1,0,1,0
"15304",15304,0,6,0.563492063492063,3,3,0,0,0,0,7,0.2625,3,3,9,0,0,1,0,0,1,0
"15305",15305,0,0,0,0,0,9,0.55,3,2,7,1,3,3,0,0,0,1,1,1,0,0
"15306",15306,0,6,0.555555555555556,3,3,6,0.366666666666667,2,2,6,1,3,3,9,0,0,1,1,1,1,0
"15307",15307,0,6,0.357142857142857,3,3,0,0,0,0,7,0.569444444444445,4,4,8,0,0,1,0,1,1,1
"15308",15308,0,6,0.444444444444445,3,3,0,0,0,0,4,0.35,1,1,14,0,0,1,0,1,1,1
"15309",15309,0,4,0.422222222222222,1,1,5,0.527777777777778,3,3,4,0.333333333333333,2,2,11,0,0,1,1,1,1,1
"15310",15310,0,8,0.574074074074074,3,3,4,1,2,2,5,0.527777777777778,2,2,3,0,0,1,1,1,1,1
"15311",15311,0,6,0.555555555555556,4,4,0,0,0,0,8,0.583333333333333,3,3,10,0,0,1,1,0,1,0
"15312",15312,0,6,1,3,3,0,0,0,0,8,1,3,4,14,0,0,1,0,0,1,0
"15313",15313,0,0,0,0,0,9,0.55,3,2,7,1,3,3,0,0,0,1,1,1,0,0
"15314",15314,0,5,0.46031746031746,3,3,4,0.516666666666667,3,3,8,1,4,4,7,1,0,0,1,1,1,1
"15315",15315,0,5,0.544444444444445,3,3,0,0,0,0,3,1,3,3,13,0,0,1,1,0,1,0
"15316",15316,0,5,0.555555555555556,3,3,0,0,0,0,5,1,3,3,8,0,0,1,1,0,0,0
"15317",15317,0,7,0.394444444444444,2,2,6,0.552380952380952,4,4,3,1,3,3,8,0,0,1,1,1,1,1
"15318",15318,0,7,0.481481481481482,3,3,5,0.411111111111111,3,3,3,1,3,3,9,0,0,1,1,1,1,1
"15319",15319,0,8,1,4,4,0,0,0,0,5,0.404761904761905,2,2,12,0,1,1,1,1,1,0
"15320",15320,0,8,0.558333333333333,3,3,0,0,0,0,7,1,3,3,15,0,0,1,1,1,1,1
"15321",15321,0,0,0,0,0,6,0.552380952380952,3,3,7,1,2,3,0,0,0,1,1,0,0,0
"15322",15322,0,8,1,3,3,5,0.422222222222222,3,3,7,0.535714285714286,2,2,11,0,1,1,1,1,1,0
"15323",15323,0,8,1,3,3,0,0,0,0,6,0.404761904761905,3,3,10,0,0,1,0,0,1,1
"15324",15324,0,5,0.533333333333333,3,3,0,0,0,0,6,1,3,3,11,0,0,1,1,0,1,0
"15325",15325,0,5,1,3,3,3,0.32,2,2,4,0.321428571428572,1,1,0,0,0,1,1,0,0,0
"15326",15326,0,5,0.544444444444445,2,2,4,0.422222222222222,3,3,5,0.380952380952381,4,4,12,0,0,1,1,1,1,1
"15327",15327,0,8,0.569444444444445,3,3,0,0,0,0,6,0.563492063492063,4,4,15,0,0,1,1,1,1,0
"15328",15328,0,7,0.375,2,2,0,0,0,0,5,0.5,3,3,14,0,0,1,1,0,1,0
"15329",15329,0,0,0,0,0,6,0.552380952380952,4,4,6,0.555555555555556,4,4,0,0,0,1,1,0,1,0
"15330",15330,0,0,0,0,0,5,1,3,3,6,1,4,4,0,0,0,1,1,0,1,0
"15331",15331,0,8,0.616666666666667,3,3,0,0,0,0,6,0.422222222222222,3,3,15,0,1,1,1,1,1,0
"15332",15332,0,6,0.435185185185185,2,2,0,0,0,0,6,0.375,2,2,10,0,0,1,1,1,1,1
"15333",15333,0,0,0,0,0,6,0.552380952380952,4,4,6,0.444444444444445,2,2,0,0,0,1,1,1,1,0
"15334",15334,0,0,0,0,0,4,0.516666666666667,2,2,6,1,4,4,0,0,0,1,0,1,0,1
"15335",15335,0,7,0.654761904761905,4,4,0,0,0,0,6,1,2,2,13,0,1,1,0,1,1,1
"15336",15336,0,8,0.569444444444445,4,4,0,0,0,0,6,0.444444444444445,2,2,12,0,1,1,1,1,1,0
"15337",15337,0,0,0,0,0,4,0.516666666666667,2,2,6,1,4,4,0,0,0,1,0,1,0,1
"15338",15338,0,0,0,0,0,7,1,4,4,6,0.555555555555556,4,4,0,0,0,1,0,1,0,0
"15339",15339,0,7,0.563492063492063,3,3,0,0,0,0,7,1,4,4,14,0,0,0,1,1,1,0
"15340",15340,0,0,0,0,0,5,0.388888888888889,3,3,5,1,3,3,0,1,0,0,1,1,0,0
"15341",15341,0,0,0,0,0,6,0.555555555555556,3,2,4,1,2,2,0,0,0,0,0,1,0,0
"15342",15342,0,8,0.569444444444445,3,3,4,0.321428571428572,2,2,0,0,0,0,16,0,0,0,1,1,1,0
"15343",15343,0,5,0.444444444444445,2,2,0,0,0,0,6,0.552380952380952,3,3,18,0,0,1,1,1,1,0
"15344",15344,0,8,0.4,3,3,0,0,0,0,6,1,3,3,17,0,0,1,1,1,1,0
"15345",15345,0,0,0,0,0,6,0.527777777777778,4,4,5,1,3,3,0,0,0,1,0,1,1,0
"15346",15346,0,0,0,0,0,5,0.388888888888889,3,3,5,0.438095238095238,4,4,0,1,0,0,1,1,0,0
"15347",15347,0,7,1,4,4,0,0,0,0,10,0.591666666666667,4,4,12,0,0,1,0,1,1,0
"15348",15348,0,6,1,4,4,0,0,0,0,8,1,3,3,13,0,0,1,1,0,1,0
"15349",15349,0,8,1,4,4,6,0.438095238095238,3,3,7,0.541666666666667,3,2,0,0,0,1,0,0,1,0
"15350",15350,0,8,1,4,4,5,0.438095238095238,3,3,8,1,3,3,0,0,0,1,0,0,0,0
"15351",15351,0,6,0.552380952380952,4,4,0,0,0,0,13,0.505,3,3,13,0,1,1,0,0,1,0
"15352",15352,0,5,0.438095238095238,3,3,0,0,0,0,13,0.561111111111111,4,4,10,1,0,1,0,1,1,0
"15353",15353,0,7,1,3,3,6,0.361111111111111,2,2,14,0.511111111111111,4,4,0,0,0,1,1,0,1,0
"15354",15354,0,5,0.404761904761905,3,3,2,0.05,0,0,11,0.677777777777778,4,4,13,0,0,1,1,1,1,0
"15355",15355,0,5,0.527777777777778,2,2,0,0,0,0,0,0,0,0,9,0,0,1,1,1,1,0
"15356",15356,0,5,0.571428571428572,3,3,0,0,0,0,5,0.533333333333333,3,3,4,0,0,1,1,1,1,0
"15357",15357,0,0,0,0,0,7,0.626984126984127,2,2,7,0.552380952380952,4,4,0,0,0,1,0,0,0,0
"15358",15358,0,8,1,3,3,0,0,0,0,4,0.516666666666667,3,3,9,0,0,1,1,1,1,0
"15359",15359,0,6,0.535714285714286,3,3,0,0,0,0,6,0.285714285714286,3,3,9,0,0,1,0,0,1,0
"15360",15360,0,0,0,0,0,7,0.626984126984127,2,2,7,0.552380952380952,4,4,0,0,0,1,0,0,0,0
"15361",15361,0,6,0.535714285714286,3,3,9,0.494949494949495,3,3,6,1,3,3,12,1,0,1,1,1,1,1
"15362",15362,0,6,0.535714285714286,3,3,5,0.555555555555556,3,3,7,0.571428571428572,4,4,12,0,0,1,1,1,1,1
"15363",15363,0,6,0.552380952380952,3,3,0,0,0,0,5,0.486111111111111,4,4,14,0,0,1,1,1,1,0
"15364",15364,0,5,0.544444444444445,3,3,0,0,0,0,6,1,4,4,14,0,0,1,1,1,1,0
"15365",15365,0,0,0,0,0,8,1,4,4,6,0.472222222222222,3,3,0,0,0,1,1,1,0,0
"15366",15366,0,5,1,2,2,7,0.563492063492063,4,4,6,0.544444444444445,4,4,0,0,0,1,1,1,1,0
"15367",15367,0,5,1,3,3,0,0,0,0,7,0.5,4,4,13,0,0,1,1,1,1,1
"15368",15368,0,6,1,1,1,0,0,0,0,4,0.180555555555556,2,2,10,0,0,1,1,0,1,1
"15369",15369,0,5,1,3,3,7,0.45,3,3,6,0.353571428571429,2,3,0,0,0,1,1,1,1,1
"15370",15370,0,6,0.552380952380952,3,3,4,0.25,2,2,0,0,0,0,0,0,0,1,0,0,1,1
"15371",15371,0,5,1,4,4,0,0,0,0,5,0.535714285714286,2,2,7,0,0,1,1,1,1,0
"15372",15372,0,5,0.544444444444445,2,2,0,0,0,0,5,0.476190476190476,3,2,10,0,1,0,1,1,1,0
"15373",15373,0,0,0,0,0,6,1,3,3,6,1,2,2,0,0,0,1,0,0,0,0
"15374",15374,0,7,0.558333333333333,4,4,7,0.552380952380952,3,3,0,0,0,0,19,0,0,1,1,1,1,1
"15375",15375,0,5,1,2,2,0,0,0,0,8,1,3,3,15,0,1,1,1,0,1,0
"15376",15376,0,7,1,4,4,0,0,0,0,5,1,3,3,14,0,0,1,1,1,1,0
"15377",15377,0,0,0,0,0,6,1,3,3,6,1,2,2,0,0,0,1,0,0,0,0
"15378",15378,0,5,0.438095238095238,3,3,5,0.544444444444445,3,3,6,1,2,2,14,0,1,1,1,1,1,0
"15379",15379,0,6,0.45,3,3,0,0,0,0,1,0.222222222222222,1,1,15,0,0,1,1,1,1,0
"15380",15380,0,5,0.541666666666667,4,4,0,0,0,0,3,0.472222222222222,2,2,14,0,0,1,1,1,1,0
"15381",15381,0,0,0,0,0,8,0.544011544011544,4,4,6,1,2,2,0,0,0,1,1,1,1,0
"15382",15382,0,0,0,0,0,9,0.575757575757576,3,3,3,1,1,1,0,0,0,1,1,1,0,0
"15383",15383,0,6,0.488095238095238,3,3,0,0,0,0,3,1,1,1,12,0,0,1,1,1,1,0
"15384",15384,0,7,0.541666666666667,4,4,0,0,0,0,7,1,2,2,10,0,0,1,1,0,1,1
"15385",15385,0,0,0,0,0,7,0.458333333333333,3,3,1,1,1,1,0,0,0,1,1,1,1,0
"15386",15386,0,6,0.316666666666667,3,3,8,0.56547619047619,2,2,7,1,4,4,0,0,0,1,1,0,1,0
"15387",15387,0,8,0.583333333333333,4,4,0,0,0,0,3,1,1,1,10,0,0,1,1,1,1,1
"15388",15388,0,8,0.569444444444445,4,4,0,0,0,0,4,1,2,2,13,0,1,1,1,1,1,0
"15389",15389,0,6,0.316666666666667,3,3,8,0.56547619047619,3,3,6,1,4,4,0,0,0,1,1,0,1,0
"15390",15390,0,7,0.45,3,3,4,0.277777777777778,3,3,7,1,3,3,13,1,1,1,1,0,1,1
"15391",15391,0,7,0.558333333333333,3,3,0,0,0,0,4,0.44,1,1,13,0,0,1,0,0,1,1
"15392",15392,0,7,0.569444444444445,3,3,0,0,0,0,5,0.488888888888889,2,2,15,0,0,1,0,0,1,1
"15393",15393,0,0,0,0,0,7,0.563492063492063,4,4,7,0.558333333333333,1,1,0,0,0,1,0,0,0,1
"15394",15394,0,0,0,0,0,6,0.555555555555556,3,3,5,0.488888888888889,1,1,0,0,0,1,0,0,1,0
"15395",15395,0,7,0.472222222222222,3,3,0,0,0,0,6,0.488095238095238,4,4,14,0,0,1,1,0,1,1
"15396",15396,0,8,1,4,4,0,0,0,0,6,0.486111111111111,2,2,16,0,0,1,1,1,1,0
"15397",15397,0,0,0,0,0,8,0.544011544011544,4,4,6,1,2,2,0,0,0,1,1,1,1,0
"15398",15398,0,0,0,0,0,7,1,2,3,8,1,2,2,0,0,0,1,1,1,0,0
"15399",15399,0,0,0,0,0,6,0.486111111111111,4,4,3,1,1,1,0,0,0,1,1,1,0,0
"15400",15400,0,6,0.316666666666667,3,3,6,0.563492063492063,3,3,6,1,4,4,0,0,0,1,1,0,0,0
"15401",15401,0,5,0.291666666666667,3,3,4,0.35,2,2,4,1,2,1,8,0,0,1,1,1,1,0
"15402",15402,0,6,0.341666666666667,2,2,5,0.475,3,3,4,0.388888888888889,3,3,13,1,1,1,1,0,1,0
"15403",15403,0,6,0.375,2,2,0,0,0,0,3,1,2,2,14,0,0,1,0,1,1,1
"15404",15404,0,10,0.683333333333333,4,4,0,0,0,0,6,1,2,2,15,0,0,1,0,1,1,1
"15405",15405,0,0,0,0,0,9,0.575757575757576,3,3,3,1,1,1,0,0,0,1,1,1,0,0
"15406",15406,0,0,0,0,0,7,1,2,3,8,1,2,2,0,0,0,1,1,1,0,0
"15407",15407,0,7,0.513888888888889,3,3,0,0,0,0,5,0.277777777777778,4,4,16,1,0,1,1,1,1,0
"15408",15408,0,7,0.577380952380952,4,4,0,0,0,0,5,1,4,4,15,0,0,0,1,0,1,1
"15409",15409,0,6,0.452777777777778,2,2,6,0.571428571428572,3,3,4,0.266666666666667,3,2,0,0,0,1,1,0,1,0
"15410",15410,0,8,0.577380952380952,3,3,7,0.476190476190476,4,4,7,1,4,4,0,0,0,1,0,0,1,0
"15411",15411,0,6,0.375,3,3,0,0,0,0,3,0.472222222222222,2,2,14,0,0,1,0,0,1,0
"15412",15412,0,8,0.472222222222222,4,4,0,0,0,0,5,0.488888888888889,2,2,13,0,0,1,0,0,1,0
"15413",15413,0,6,0.402777777777778,2,2,7,0.552380952380952,3,3,3,1,1,1,0,0,0,1,1,0,1,0
"15414",15414,0,6,0.375,4,4,5,1,3,3,1,0.222222222222222,1,1,0,0,0,1,1,0,0,0
"15415",15415,0,8,0.472222222222222,4,4,0,0,0,0,4,0.333333333333333,3,3,11,0,0,1,1,1,1,1
"15416",15416,0,8,0.574074074074074,4,4,0,0,0,0,6,0.1,1,1,8,0,0,1,0,1,1,1
"15417",15417,0,6,0.472222222222222,4,4,5,1,2,2,6,0.563492063492063,3,3,0,0,0,1,1,0,1,1
"15418",15418,0,5,0.422222222222222,1,1,6,0.552380952380952,3,3,6,1,3,3,12,0,0,1,1,1,1,1
"15419",15419,0,6,0.544444444444445,2,2,0,0,0,0,7,1,4,4,9,0,0,0,0,0,1,0
"15420",15420,0,4,0.434920634920635,3,3,1,0.0400000000000001,0,0,1,1,1,1,8,0,1,1,1,0,1,0
"15421",15421,0,8,0.459259259259259,3,3,8,0.558333333333333,4,4,4,1,2,2,13,0,1,1,1,0,1,1
"15422",15422,0,4,0.434920634920635,3,3,4,0.36,2,2,0,0,0,0,8,0,1,1,1,0,0,0
"15423",15423,0,6,0.46031746031746,4,4,0,0,0,0,4,1,3,3,7,0,0,0,1,0,1,1
"15424",15424,0,7,0.552380952380952,4,4,0,0,0,0,3,1,3,3,10,0,0,0,0,1,1,0
"15425",15425,0,6,0.563492063492063,4,4,3,0.4,2,2,6,1,4,4,0,0,0,0,0,1,1,0
"15426",15426,0,5,0.468253968253968,3,3,6,0.544444444444445,4,4,4,1,3,3,0,0,0,0,0,0,0,0
"15427",15427,0,8,0.398809523809524,4,4,0,0,0,0,6,1,4,4,11,0,1,1,1,1,1,1
"15428",15428,0,7,0.476190476190476,4,4,0,0,0,0,5,0.527777777777778,4,4,18,0,1,1,1,0,1,1
"15429",15429,0,7,0.552380952380952,4,4,4,1,2,2,3,0.24,3,3,16,1,1,1,1,1,1,1
"15430",15430,0,7,0.552380952380952,4,4,4,1,3,3,3,0.27,2,2,12,0,1,1,0,1,1,1
"15431",15431,0,6,0.46031746031746,4,4,0,0,0,0,6,1,4,4,3,0,1,1,1,1,1,0
"15432",15432,0,5,0.438095238095238,3,3,0,0,0,0,6,0.563492063492063,3,3,11,0,0,1,1,0,1,1
"15433",15433,0,5,0.438095238095238,4,4,6,0.46031746031746,2,2,6,0.555555555555556,3,3,0,0,0,1,1,1,0,0
"15434",15434,0,8,0.582010582010582,4,4,5,0.422222222222222,3,3,6,1,3,3,0,0,0,1,1,1,0,0
"15435",15435,0,5,0.544444444444445,3,4,0,0,0,0,5,0.5,3,3,10,0,0,1,1,1,1,1
"15436",15436,0,5,0.422222222222222,4,4,0,0,0,0,4,0.444444444444445,4,4,11,0,0,1,1,1,1,0
"15437",15437,0,6,0.544444444444445,3,3,6,0.357142857142857,3,4,3,0.3,2,3,12,1,0,1,1,0,1,1
"15438",15438,0,6,0.552380952380952,3,3,7,1,3,3,4,0.333333333333333,2,2,7,0,0,1,1,1,1,0
"15439",15439,0,7,0.481481481481482,4,4,7,0.488095238095238,3,3,3,0.244444444444444,2,2,11,0,1,1,1,1,1,0
"15440",15440,0,5,0.340740740740741,3,3,7,0.541666666666667,3,3,5,1,3,3,11,1,1,1,1,1,1,0
"15441",15441,0,8,1,4,4,7,0.638888888888889,3,3,7,0.558333333333333,3,3,15,0,1,1,1,1,1,0
"15442",15442,0,7,0.459259259259259,3,3,3,0.149206349206349,0,0,6,0.625925925925926,2,2,9,0,0,1,1,1,1,0
"15443",15443,0,7,0.256944444444445,4,4,6,0.541666666666667,3,2,5,1,2,2,0,0,0,1,0,1,0,0
"15444",15444,0,7,0.459259259259259,3,3,7,0.569444444444445,3,3,4,1,1,1,13,1,1,1,1,1,1,0
"15445",15445,0,8,0.497354497354497,4,4,6,0.472222222222222,3,3,4,0.516666666666667,2,2,11,0,1,1,1,1,1,0
"15446",15446,0,8,0.481481481481482,4,3,6,0.616666666666667,2,2,7,1,4,4,15,0,1,1,1,1,1,0
"15447",15447,0,6,0.535714285714286,4,4,4,0.37,2,2,4,0.266666666666667,3,3,14,1,0,0,0,1,1,1
"15448",15448,0,7,0.268518518518518,3,3,6,0.604761904761905,2,2,5,0.277777777777778,2,2,10,1,0,0,0,1,1,1
"15449",15449,0,4,1,1,1,5,0.544444444444445,3,3,10,1,4,4,9,0,0,0,0,1,1,1
"15450",15450,0,4,0.516666666666667,2,2,5,0.422222222222222,3,3,0,0,0,0,10,0,0,0,0,0,1,1
"15451",15451,0,8,0.483333333333333,4,3,0,0,0,0,6,0.388888888888889,3,3,13,0,0,1,1,1,1,0
"15452",15452,0,5,0.535714285714286,3,2,0,0,0,0,5,0.527777777777778,3,3,11,0,0,1,1,1,1,0
"15453",15453,0,0,0,0,0,5,0.328042328042328,3,2,6,1,3,3,0,0,0,1,1,1,0,0
"15454",15454,0,4,0.516666666666667,3,2,5,0.219047619047619,3,3,4,0.388888888888889,1,1,14,0,0,1,1,1,1,1
"15455",15455,0,5,0.527777777777778,3,3,0,0,0,0,6,0.604761904761905,4,3,8,0,0,1,1,1,1,0
"15456",15456,0,4,0.5,2,2,0,0,0,0,6,0.552380952380952,2,3,8,0,0,1,1,1,1,0
"15457",15457,0,0,0,0,0,5,0.328042328042328,3,2,6,1,3,3,0,0,0,1,1,1,0,0
"15458",15458,0,3,0.366666666666667,3,3,6,0.535714285714286,3,3,6,0.588888888888889,3,3,6,0,0,1,1,1,1,1
"15459",15459,0,5,0.46031746031746,3,2,0,0,0,0,5,0.533333333333333,2,2,16,0,0,1,1,1,1,0
"15460",15460,0,6,0.555555555555556,4,4,0,0,0,0,6,0.45,3,3,11,0,0,1,1,1,1,0
"15461",15461,0,8,0.32,3,3,3,0.366666666666667,1,1,5,1,3,3,0,0,0,1,1,1,0,0
"15462",15462,0,4,0.422222222222222,3,3,4,1,2,2,5,0.533333333333333,3,3,12,1,0,1,1,1,1,1
"15463",15463,0,6,1,4,4,0,0,0,0,7,1,4,4,14,0,0,1,1,1,1,1
"15464",15464,0,9,0.546296296296296,4,4,0,0,0,0,0,0,0,0,10,0,0,1,1,1,1,0
"15465",15465,0,0,0,0,0,6,0.358928571428571,2,2,2,0.277777777777778,1,1,0,0,0,1,0,1,1,1
"15466",15466,0,3,0.33,2,2,6,0.476190476190476,4,4,5,0.5,2,2,15,1,1,1,1,1,1,1
"15467",15467,0,5,0.541666666666667,2,2,0,0,0,0,5,1,3,3,14,0,0,1,1,1,1,0
"15468",15468,0,5,1,3,3,0,0,0,0,5,0.38,3,3,15,0,0,1,1,1,1,1
"15469",15469,0,9,0.55,4,4,8,0.575757575757576,3,3,1,0.106666666666667,0,0,4,0,0,1,1,0,1,1
"15470",15470,0,5,0.388888888888889,2,2,10,0.409090909090909,3,3,5,0.438095238095238,4,4,12,0,0,1,1,1,1,1
"15471",15471,0,8,1,4,4,0,0,0,0,7,1,3,3,14,0,0,0,1,1,1,1
"15472",15472,0,4,0.516666666666667,3,3,0,0,0,0,7,1,3,3,15,0,0,0,1,1,1,0
"15473",15473,0,7,1,4,4,7,1,3,3,4,1,3,3,16,1,0,1,1,1,1,1
"15474",15474,0,7,0.541666666666667,3,3,6,0.604761904761905,3,3,5,1,1,1,3,1,0,0,1,1,1,1
"15475",15475,0,3,0.5,3,3,0,0,0,0,5,0.333333333333333,4,4,12,0,0,1,0,1,1,1
"15476",15476,0,6,1,4,4,0,0,0,0,5,0.588888888888889,2,2,20,0,0,1,1,1,1,0
"15477",15477,0,0,0,0,0,4,0.422222222222222,2,2,6,1,4,4,0,0,0,1,1,1,0,0
"15478",15478,0,6,0.535714285714286,4,4,5,0.49,2,2,6,1,4,4,0,0,0,1,1,0,1,1
"15479",15479,0,6,1,3,3,6,0.552380952380952,2,2,5,1,3,3,9,0,0,1,1,1,1,1
"15480",15480,0,6,0.535714285714286,3,3,6,0.563492063492063,2,2,6,1,3,3,14,1,0,1,1,1,1,1
"15481",15481,0,3,0.5,3,3,7,0.563492063492063,2,2,5,1,3,3,15,0,0,1,1,1,1,1
"15482",15482,0,6,0.535714285714286,3,3,6,0.604761904761905,3,3,5,1,3,3,16,0,1,1,1,0,1,1
"15483",15483,0,8,0.541666666666667,3,3,0,0,0,0,7,1,3,3,14,0,0,0,1,0,1,0
"15484",15484,0,0,0,0,0,5,0.46031746031746,3,3,3,1,1,1,0,0,0,1,1,1,0,0
"15485",15485,0,6,0.535714285714286,4,4,6,0.472222222222222,3,3,4,1,2,2,9,0,0,1,1,1,1,0
"15486",15486,0,3,0.45,2,2,5,0.544444444444445,2,2,5,1,3,3,10,1,0,0,1,1,1,1
"15487",15487,0,5,1,3,3,0,0,0,0,6,1,4,4,14,0,0,0,1,1,1,1
"15488",15488,0,0,0,0,0,5,0.46031746031746,3,3,3,1,1,1,0,0,0,1,1,1,0,0
"15489",15489,0,5,1,3,3,7,1,4,3,0,0,0,0,10,0,0,1,1,1,1,1
"15490",15490,0,4,0.516666666666667,4,4,7,0.328042328042328,4,4,3,1,1,1,9,1,0,1,1,1,1,1
"15491",15491,0,6,1,3,3,0,0,0,0,11,1,4,4,13,0,0,1,1,1,1,1
"15492",15492,0,5,0.527777777777778,3,3,0,0,0,0,0,0,0,0,18,0,0,0,1,1,1,0
"15493",15493,0,6,0.571428571428572,3,3,3,0.5,2,2,0,0,0,0,0,0,0,1,1,1,0,1
"15494",15494,0,6,0.571428571428572,3,3,4,0.516666666666667,2,2,5,1,3,3,0,0,0,1,1,1,1,1
"15495",15495,0,3,0.425,2,2,0,0,0,0,8,1,3,2,10,0,0,1,1,1,1,1
"15496",15496,0,6,0.333333333333333,3,3,0,0,0,0,3,1,1,1,17,0,0,1,1,1,1,1
"15497",15497,0,0,0,0,0,4,0.422222222222222,2,2,6,1,4,4,0,0,0,1,1,1,0,0
"15498",15498,0,6,0.535714285714286,4,4,9,1,3,3,5,1,3,3,0,0,0,1,0,1,1,0
"15499",15499,0,5,0.46031746031746,4,4,0,0,0,0,6,0.341666666666667,3,3,11,0,0,1,1,1,1,1
"15500",15500,0,7,0.577380952380952,4,4,0,0,0,0,7,0.513888888888889,3,3,13,0,0,1,1,1,1,1
"15501",15501,0,0,0,0,0,6,0.552380952380952,4,4,6,0.375,2,2,0,0,0,1,1,1,0,0
"15502",15502,0,5,0.386904761904762,4,4,0,0,0,0,5,0.30952380952381,3,3,19,0,0,1,0,1,1,1
"15503",15503,0,5,0.357142857142857,3,3,0,0,0,0,5,0.333333333333333,4,4,12,0,0,1,1,1,1,0
"15504",15504,0,7,0.571428571428572,4,4,0,0,0,0,6,0.472222222222222,3,3,10,0,0,1,1,1,1,0
"15505",15505,0,0,0,0,0,6,0.552380952380952,4,4,6,0.375,2,2,0,0,0,1,1,1,0,0
"15506",15506,0,7,0.488095238095238,4,4,0,0,0,0,8,0.481481481481482,4,4,14,0,0,1,1,1,1,0
"15507",15507,0,6,0.274708994708995,3,3,0,0,0,0,7,0.575757575757576,3,3,10,0,0,1,1,1,1,1
"15508",15508,0,4,0.323809523809524,3,3,0,0,0,0,10,1,4,4,12,0,0,1,1,1,1,1
"15509",15509,0,4,0.253968253968254,3,3,5,0.527777777777778,4,4,10,0.588744588744589,4,4,0,0,0,1,1,1,1,0
"15510",15510,0,7,0.563492063492063,4,4,5,1,2,2,8,0.409090909090909,4,4,0,0,0,1,1,1,0,0
"15511",15511,0,6,0.398809523809524,3,3,0,0,0,0,3,0.472222222222222,2,2,17,0,0,1,1,1,1,0
"15512",15512,0,6,0.552380952380952,3,3,0,0,0,0,5,0.527777777777778,3,3,17,0,0,1,1,1,1,0
"15513",15513,0,5,0.404761904761905,3,3,2,0.105555555555556,0,0,6,0.535714285714286,3,3,17,0,0,1,1,0,1,1
"15514",15514,0,5,0.380952380952381,4,4,8,0.494949494949495,4,4,3,0.5,2,1,21,0,0,1,1,1,1,0
"15515",15515,0,6,0.385185185185185,3,3,0,0,0,0,0,0,0,0,11,0,0,1,1,1,1,1
"15516",15516,0,7,0.436111111111111,4,4,0,0,0,0,5,0.544444444444445,3,3,12,0,0,1,1,1,1,1
"15517",15517,0,0,0,0,0,3,0.4,2,2,3,0.4,3,3,0,0,0,1,1,0,0,0
"15518",15518,0,8,0.551851851851852,4,4,8,0.466666666666667,3,3,8,0.375757575757576,3,3,12,0,0,1,1,1,1,1
"15519",15519,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,1,1,0
"15520",15520,0,9,0.45,4,4,0,0,0,0,3,0.32,2,2,9,0,0,1,1,0,1,0
"15521",15521,0,9,0.59047619047619,4,4,4,0.422222222222222,2,2,6,0.544444444444445,3,3,8,1,0,1,1,1,1,0
"15522",15522,0,8,0.55,4,4,6,0.552380952380952,4,4,4,0.422222222222222,3,3,12,0,0,1,1,1,1,0
"15523",15523,0,9,0.504761904761905,4,4,0,0,0,0,4,0.422222222222222,3,3,12,0,0,1,1,1,1,0
"15524",15524,0,8,0.491666666666667,4,4,0,0,0,0,5,1,3,3,9,0,0,1,1,1,1,0
"15525",15525,0,0,0,0,0,3,0.366666666666667,1,1,6,0.544444444444445,2,3,0,0,0,1,1,1,0,0
"15526",15526,0,9,0.633333333333333,4,4,6,0.552380952380952,3,3,4,0.488888888888889,3,3,14,0,0,1,1,1,1,1
"15527",15527,0,7,0.425,4,4,0,0,0,0,11,0.448717948717949,3,3,12,0,0,0,1,0,1,0
